__id	__name	__description	__type_term	__attr_count	__dim_count	__dim1_term	__dim1_var_count	__dim2_term	__dim2_var_count	__data_var_count	__dim1_var1___type_term	__dim1_var1___name	__dim1_var1___scalar_type	__dim1_var1___attr_count	__dim2_var1___type_term	__dim2_var1___name	__dim2_var1___scalar_type	__dim2_var1___attr_count	__data_var1___type_term	__data_var1___units_term	__data_var1___name	__data_var1___scalar_type	__data_var1___attr_count
Brick0000002	zhou_otu_count_100ws.ndarray	Zhou Lab OTU Counts from 100 Well Survey	Taxonomic Abundance <DA:0000028>	0	2	Environmental Sample <ME:0000100>	1	OTU <ME:0000184>	1	1	Environmental Sample ID <ME:0000102>	Environmental_Sample_ID	object_ref	0	OTU ID <ME:0000222>	OTU_ID	object_ref	0	Count <ME:0000126>	count unit <UO:0000189>	Count	int	0
