__id	__name	__description	__type_term	__attr_count	__attr1	__attr2	__dim_count	__dim1_term	__dim1_var_count	__data_var_count	__dim1_var1___type_term	__dim1_var1___name	__dim1_var1___scalar_type	__dim1_var1___attr_count	__data_var1___type_term	__data_var1___units_term	__data_var1___name	__data_var1___scalar_type	__data_var1___attr_count	__data_var1___attr1	__data_var2___type_term	__data_var2___units_term	__data_var2___name	__data_var2___scalar_type	__data_var2___attr_count	__data_var2___attr1	__data_var3___type_term	__data_var3___name	__data_var3___scalar_type	__data_var3___attr_count
Brick0000005	hazen_insitu_hach_100ws.hndarray	Hazen Lab in situ Hach Kit Sample Measurements for 100 Well Survey	Chemical Measurement <DA:0000005>	2	Instrument <ME:0000012> [None]: Hach Kit	Data Variables Type <ME:0000293> [None]: Environmental Measurement <ME:0000259>	1	Environmental Sample <DA:0000042>	1	3	Environmental Sample ID <ME:0000102>	Environmental_Sample_ID	object_ref	0	Concentration <ME:0000129>	milligram per liter <UO:0000273>	Concentration	float	1	Molecule from list <ME:0000381> [None]: sulfide <CHEBI:26822>	Concentration <ME:0000129>	milligram per liter <UO:0000273>	Concentration	float	1	Molecule from list <ME:0000381> [None]: iron(2+) <CHEBI:29033>	Comment <ME:0000011>	Comment	string	0
