__id	__name	__description	__type_term	__attr_count	__attr1	__dim_count	__dim1_term	__dim1_var_count	__data_var_count	__dim1_var1___type_term	__dim1_var1___name	__dim1_var1___scalar_type	__dim1_var1___attr_count	__data_var1___type_term	__data_var1___units_term	__data_var1___name	__data_var1___scalar_type	__data_var1___attr_count	__data_var2___type_term	__data_var2___units_term	__data_var2___name	__data_var2___scalar_type	__data_var2___attr_count	__data_var2___attr1	__data_var2___attr2	__data_var3___type_term	__data_var3___units_term	__data_var3___name	__data_var3___scalar_type	__data_var3___attr_count	__data_var4___type_term	__data_var4___units_term	__data_var4___name	__data_var4___scalar_type	__data_var4___attr_count	__data_var5___type_term	__data_var5___units_term	__data_var5___name	__data_var5___scalar_type	__data_var5___attr_count	__data_var6___type_term	__data_var6___name	__data_var6___scalar_type	__data_var6___attr_count
Brick0000004	hazen_insitu_100ws.hndarray	Hazen Lab in situ Sample Measurements for 100 Well Survey	Environmental Measurement <DA:0000004>	1	Data Variables Type <ME:0000293> [None]: Environmental Measurement <ME:0000259>	1	Environmental Sample <DA:0000042>	1	6	Environmental Sample ID <ME:0000102>	Environmental_Sample_ID	object_ref	0	Temperature <ME:0000123>	degree Celsius <UO:0000027>	Temperature	float	0	Concentration <ME:0000129>	milligram per liter <UO:0000273>	Concentration	float	2	Molecule from list <ME:0000381> [None]: dioxygen <CHEBI:15379>	State <ME:0000037> [None]: dissolved	Conductivity <ME:0000124>	microsiemen per centimeter <ME:0000295>	Conductivity	float	0	Redox Potential <ME:0000125>	millivolt <UO:0000247>	Redox_Potential	float	0	pH <ME:0000121>	pH <UO:0000196>	pH	float	0	Instrument <ME:0000012>	Instrument	string	0
