__id	__name	__description	__type_term	__attr_count	__dim_count	__dim1_term	__dim1_var_count	__dim2_term	__dim2_var_count	__dim3_term	__dim3_var_count	__dim4_term	__dim4_var_count	__data_var_count	__dim1_var1___type_term	__dim1_var1___name	__dim1_var1___scalar_type	__dim1_var1___attr_count	__dim2_var1___type_term	__dim2_var1___name	__dim2_var1___scalar_type	__dim2_var1___attr_count	__dim2_var2___type_term	__dim2_var2___units_term	__dim2_var2___name	__dim2_var2___scalar_type	__dim2_var2___attr_count	__dim2_var3___type_term	__dim2_var3___name	__dim2_var3___scalar_type	__dim2_var3___attr_count	__dim2_var4___type_term	__dim2_var4___units_term	__dim2_var4___name	__dim2_var4___scalar_type	__dim2_var4___attr_count	__dim3_var1___type_term	__dim3_var1___name	__dim3_var1___scalar_type	__dim3_var1___attr_count	__dim4_var1___type_term	__dim4_var1___units_term	__dim4_var1___name	__dim4_var1___scalar_type	__dim4_var1___attr_count	__data_var1___type_term	__data_var1___units_term	__data_var1___name	__data_var1___scalar_type	__data_var1___attr_count
Brick0000006	adams_metals_100ws.ndarray	Adams Lab Metals Measurements for 100 Well Survey	Chemical Measurement <DA:0000005>	0	4	Environmental Sample <DA:0000042>	1	Molecule <ME:0000027>	4	State <ME:0000037>	1	Replicate Series <ME:0000005>	1	1	Environmental Sample ID <ME:0000102>	Environmental_Sample_ID	object_ref	0	Molecule from list <ME:0000381>	Molecule_from_list	oterm_ref	0	Molecular Weight <ME:0000350>	dalton <UO:0000221>	Molecular_Weight	float	0	Algorithm Parameter <ME:0000008>	Algorithm_Parameter	string	0	Detection Limit <ME:0000038>	micromolar <UO:0000064>	Detection_Limit	float	0	State <ME:0000037>	State	string	0	Replicate Series <ME:0000005>	count unit <UO:0000189>	Replicate_Series	int	0	Concentration <ME:0000129>	micromolar <UO:0000064>	Concentration	float	0
