process	person	campaign	protocol	date_start	date_end	input_objects	output_objects	
Sampling <PROCESS:0000002>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	null	2013-01-08	2013-01-08	Well: GW-057	Sample: GW057-10-1-8-13 timepoint 2
Sampling <PROCESS:0000002>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	null	2013-01-08	2013-01-08	Well: GW-223	Sample: GW223-39-1-8-13
Sampling <PROCESS:0000002>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	null	2013-01-08	2013-01-08	Well: GW-223	Sample: GW223-39-1-8-13 timepoint 2
Sampling <PROCESS:0000002>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	null	2013-01-08	2013-01-08	Well: GW-223	Sample: GW223-39-1-8-13 timepoint 3
Sampling <PROCESS:0000002>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	null	2013-01-08	2013-01-08	Well: GW-685	Sample: GW685-6-1-8-13
Sampling <PROCESS:0000002>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	null	2013-01-08	2013-01-08	Well: GW-685	Sample: GW685-6-1-8-13 timepoint 2
Sampling <PROCESS:0000002>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	null	2013-01-08	2013-01-08	Well: GW-755	Sample: GW755-69-1-8-13
Sampling <PROCESS:0000002>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	null	2013-01-08	2013-01-08	Well: GW-755	Sample: GW755-69-1-8-13 timepoint 2
Sampling <PROCESS:0000002>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	null	2013-01-08	2013-01-08	Well: GW-755	Sample: GW755-69-1-8-13 timepoint 3
Sampling <PROCESS:0000002>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	null	2013-01-11	2013-01-11	Well: GW-764	Sample: GW764-23-1-11-13
Sampling <PROCESS:0000002>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	null	2013-01-11	2013-01-11	Well: GW-764	Sample: GW764-23-1-11-13 timepoint 2
Sampling <PROCESS:0000002>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	null	2013-01-11	2013-01-11	Well: GW-765	Sample: GW765-77-1-11-13
Sampling <PROCESS:0000002>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	null	2013-01-11	2013-01-11	Well: GW-765	Sample: GW765-77-1-11-13 timepoint 2
Sampling <PROCESS:0000002>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	null	2013-01-22	2013-01-22	Well: GW-098	Sample: GW098-57-1-22-13
