process	person	campaign	protocol	date_start	date_end	input_objects	output_objects	
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW223_39_1_8_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW228_12_2_4_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW228_12_2_4_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW246_1_11_26_12_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW246_1_11_26_12_10_b.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW247_7_11_14_12_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW247_7_11_14_12_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW271_66_2_18_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW271_66_2_18_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW283_43_1_29_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW283_43_1_29_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW314_97_2_19_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW314_97_2_19_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW345_51_11_27_12_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW345_51_11_27_12_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW346_47_11_27_12_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW346_47_11_27_12_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW350_74_2_12_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW350_74_2_12_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW363_94_1_22_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW363_94_1_22_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW383_12_17_12_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW383_12_17_12_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW384_12_17_12_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW384_12_17_12_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW385_80_2_18_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW385_80_2_18_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW526_15_11_17_12_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW526_15_11_17_12_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW531_83_11_28_12_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW531_83_11_28_12_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW533_48_11_28_12_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW533_48_11_28_12_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW537_24_11_26_12_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW537_24_11_26_12_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW60_1A_60_2_4_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW60_1A_60_2_4_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW621_21_12_17_12_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW621_21_12_17_12_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW631_98_12_11_12_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW631_98_12_11_12_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW636_32_1_28_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW636_32_1_28_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW639_90_1_23_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW641_30_1_23_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW641_30_1_23_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW654_0_1_7_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW654_0_1_7_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW658_63_1_23_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW658_63_1_23_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW683_53_2_18_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW683_53_2_18_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW685_6_1_8_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW685_6_1_8_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW694_33_12_3_12_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW694_33_12_3_12_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW704_5_12_17_12_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW704_5_12_17_12_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW705_9_2_21_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW705_9_2_21_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW706_96_12_17_12_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW706_96_12_17_12_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW714_34_2_12_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW714_34_2_12_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW715_65_2_12_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW715_65_2_12_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW736_14_12_3_12_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW736_14_12_3_12_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW737_12_12_12_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW737_12_12_12_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW750_28_12_12_12_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW750_28_12_12_12_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW753_79_1_7_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW753_79_1_7_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW754_40_1_7_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW754_40_1_7_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW755_69_1_8_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW755_69_1_8_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW760_18_1_29_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW761_29_1_28_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW761_29_1_28_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW763_23_1_22_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW763_23_1_22_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW764_23_1_11_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW764_23_1_11_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW765_77_1_11_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW765_77_1_11_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW773_35_2_4_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW773_35_2_4_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW775_88_1_29_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW775_88_1_29_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW779_8_2_18_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW779_8_2_18_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW782_72_2_18_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW782_72_2_18_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW800_12_12_12_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW800_12_12_12_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW803_31_1_23_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW803_31_1_23_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW804_13_2_11_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW804_13_2_11_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW921_86_1_28_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW921_86_1_28_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW925_68_1_28_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW925_68_1_28_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW928_54_2_11_13_02.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
Classify OTUs <PROCESS:0000031>	Zhou Lab <ENIGMA:0000090>	100 Well Survey <ENIGMA:0000003>	null	null	null	Reads: GW928_54_2_11_13_10.reads	Generic: zhou_otu_count_100ws.ndarray, Generic: zhou_otu_id_100ws.ndarray
